phase,phase_name,headcount,score,question_id,question,feedback_text,peer_value,pdf_sha256,campaign_id
P3,Management,50,2,Q53,Receives regular education,"You never attend external education or training courses. That's too bad. Because even as an entrepreneur, you need to develop yourself. Often the entrepreneur him/herself is the most important part of the educational equation. Management guru Peter Drucker said: ""The bottleneck is always on top of the bottle."" In other words, keep developing yourself in order to let your organization grow.",5.1,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q54,Healthy work - life balance,"You have a poor work-life balance. It is a challenge for many businesses to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. Hard work is sometimes necessary, of course, but you should take enough time for yourself and not skip vacations. Working smart is the solution.",6.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q55,I am happy,"You are absolutely not happy. If this feeling continues, talk to a mentor, another entrepreneur who has been in your shoes. Maybe entrepreneurship is not for you.",5.9,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q56,Employees know long term goal,"A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. With a company of your size, it's really necessary for things to be clear, set down on paper and shared.",4.8,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q57,Employees know yearly goal,"Focusing on goals, including annual goals, provides direction and a framework to your business activities. In addition, this information motivates your employees. In this phase you should make all of this a bit clearer.",5.6,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q58,Employees know quarterly/monthly goals,"Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. In your phase it helps when everyone knows which goal should be achieved. Perhaps you can start on this immediately!",5,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q59,Employees know vision and mission,"As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. In your phase it's important for you to have this very clear, and set down on paper.",5.9,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q60,Employees know elevator pitch,"You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. Everything will become clearer. Both internally as well as externally.",6.4,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q61,We frequently have company-wide meetings,"Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. You are not doing this yet, or not doing it often enough... we recommend that you start on this quickly.",5.6,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,3,Q01,Effective recruitment process,"In order to grow, you continuously need new - and good - people. This is often one of the most important challenges for a growth entrepreneur. You indicate that when it comes to finding new employees you find this very difficult. Ultimately, this is a matter of process, attention and time, often especially on the part of the entrepreneur. How much time do you spend on this? More than one day per week?",6.3,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q02,High staff retention,"Your employee turnover is high. Unwanted turnover is often a sign that processes, strategy or management are not in order. It takes an enormous amount of money and effort to continually find and train new employees. Find out what the reasons are, hold exit interviews and ask yourself whether you yourself would want to work at your company.",7.2,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q03,Onboarding program,"Employees do not receive a comprehensive onboarding program at your company. That really is necessary with a company of your size. A well-thought-out onboarding program will be an enormous help to employees with regard to learning their jobs, becoming familiar with the company's core values and getting to know their coworkers. It will also help with scaling up your company. It might be good to start taking steps toward this now.",5.6,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q04,Measuring employee satisfaction,You do not yet measure employee satisfaction. Your company is nearing the phase where you need to have a systematic understanding of what's going on among your employees. An employee survey is probably a good start in this respect.,5.9,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q05,Positive about re-hiring employees,"You would hire few or none of your current employees again. Ouch. This means that you have either postponed a lot of difficult decisions or you simply have a very bad hiring policy. You should work on this, because without good employees you can't grow.",6.2,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q06,Every employee has a training plan,"Management thinker Tom Peters stated in his latest book 'one of the greatest responsibilities of an employer nowadays is the continuous development of employees'. In fast growing companies, roles are continuously changing, the need for training and education is therefore imperative. With your company size it is substandard that none of this is implemented. You might want to prioritize and discuss this with your leadership team.",4.6,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q07,Outsourcing / Offshoring operations,"You are not active with offshoring or outsourcing, this strategy is completely depending on your product/service, cost and scaling strategy.",4.4,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q08,We apply flat-management or self-steering/organizing teams,"You have not implemented new management models, when things work for you, don't change.",5.5,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q09,We have Core values,"Core values are the internal 'rules of the game'. It's essential to have absolute clarity on this if you start or continue to grow rapidly. In your phase it's useful to have a clearer picture on the core values, especially if you regularly hire new people. So start on this.",7.2,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q10,We have focus on customers' needs,"Growth often creates increased management attention to internal matters,employees,newpremises,computersystems,etc.Themost rapidly growing and successful companies keep a sharp focus on the continuously (changing) needs of the customer. Making and keeping this focus and attention explicit is important, especially in this phase of your company.",6.4,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q11,Employees know core values,"You have not yet formulated any core values. This is increasingly important in your phase. When everyone knows the rules of the game and acts accordingly, this ensures seamless operation. Especially when you continue to grow and keep hiring new people.",5.7,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q12,We are transparent,"Transparency of information (about customers, sales, goals, growth, etc.) produces greater employee involvement. In addition, it often prevents internal ""politics"". It would be beneficial for you to start considering what information you are willing to share.",5.2,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q13,We have a positive and healthy culture,"""Culture eats Strategy for breakfast"" is a famous quote from management guru Peter Drucker. The outside world is changing rapidly, but a positive and healthy culture in which employees take responsibility, think along and always act in the interest of the company is therefore an enormous ""asset"". You already have quite a size. It is important that you start working on such a culture quickly.",7.3,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
P3,Management,50,3,Q14,We have formulated a long term (non-financial) goal,"You have not yet formulated a clear long-term goal. That's too bad, because a long-term goal provides direction and context and above all motivation for all employees. Companies that do this effectively are at an enormous advantage.",6.7,6c5cb52052261f9a9fc764cd926ca5ada67c5cbd8bb159cf4a1f89a441f06397,FGlbZNxfuh
